Orbits integrated with JPL ephemerides, version jup365.bsp starting at 2.443e6 .
The synthetic times include Normally sampled noise with zero mean and 30 second standard deviation.
#body	ntrans	tt	sigtt
1.0	268.0	475.5038726213388	0.00034722222222222224
1.0	269.0	477.2726811338216	0.00034722222222222224
1.0	270.0	479.04235053947195	0.00034722222222222224
1.0	271.0	480.8116709603928	0.00034722222222222224
1.0	272.0	482.58036008663476	0.00034722222222222224
1.0	273.0	484.34987337049097	0.00034722222222222224
1.0	274.0	486.11829248210415	0.00034722222222222224
1.0	275.0	487.8872899473645	0.00034722222222222224
1.0	276.0	489.6566278892569	0.00034722222222222224
1.0	277.0	491.4259445895441	0.00034722222222222224
1.0	278.0	493.1949032689445	0.00034722222222222224
1.0	279.0	494.9636827451177	0.00034722222222222224
1.0	280.0	496.73339125327766	0.00034722222222222224
1.0	281.0	498.50200619827956	0.00034722222222222224
1.0	282.0	500.2715755729005	0.00034722222222222224
1.0	283.0	502.04021022701636	0.00034722222222222224
1.0	284.0	503.8100617248565	0.00034722222222222224
1.0	285.0	505.578039214015	0.00034722222222222224
1.0	286.0	507.34845291031525	0.00034722222222222224
1.0	287.0	509.1172962402925	0.00034722222222222224
1.0	288.0	510.88579145492986	0.00034722222222222224
1.0	289.0	512.6546660535969	0.00034722222222222224
1.0	290.0	514.423742744606	0.00034722222222222224
1.0	291.0	516.1932250191458	0.00034722222222222224
1.0	292.0	517.9627342191525	0.00034722222222222224
1.0	293.0	519.7308422038332	0.00034722222222222224
1.0	294.0	521.5005564345047	0.00034722222222222224
1.0	295.0	523.2694624545984	0.00034722222222222224
1.0	296.0	525.0390428141691	0.00034722222222222224
1.0	297.0	526.8084590611979	0.00034722222222222224
1.0	298.0	528.5766981313936	0.00034722222222222224
1.0	299.0	530.3461867468432	0.00034722222222222224
1.0	300.0	532.114875649102	0.00034722222222222224
1.0	301.0	533.884210888762	0.00034722222222222224
1.0	302.0	535.6534332428128	0.00034722222222222224
1.0	303.0	537.4231694573537	0.00034722222222222224
1.0	304.0	539.1916446341202	0.00034722222222222224
1.0	305.0	540.9611011762172	0.00034722222222222224
1.0	306.0	542.7299682423472	0.00034722222222222224
1.0	307.0	544.4997128313407	0.00034722222222222224
1.0	308.0	546.2685030139983	0.00034722222222222224
1.0	309.0	548.0372415832244	0.00034722222222222224
1.0	310.0	549.8066457509995	0.00034722222222222224
1.0	311.0	551.5762450583279	0.00034722222222222224
1.0	312.0	553.3447428327054	0.00034722222222222224
1.0	313.0	555.1132410708815	0.00034722222222222224
1.0	314.0	556.8825776753947	0.00034722222222222224
1.0	315.0	558.6521212626249	0.00034722222222222224
1.0	316.0	560.4217932336032	0.00034722222222222224
1.0	317.0	562.1905898787081	0.00034722222222222224
1.0	318.0	563.9597986834124	0.00034722222222222224
1.0	319.0	565.7290884121321	0.00034722222222222224
1.0	320.0	567.498465673998	0.00034722222222222224
1.0	321.0	569.2677461132407	0.00034722222222222224
1.0	322.0	571.0366899240762	0.00034722222222222224
1.0	323.0	572.805103178136	0.00034722222222222224
1.0	324.0	574.574686629232	0.00034722222222222224
1.0	325.0	576.344251728151	0.00034722222222222224
1.0	326.0	578.1131709124893	0.00034722222222222224
1.0	327.0	579.8815195662901	0.00034722222222222224
1.0	328.0	581.6512613948435	0.00034722222222222224
1.0	329.0	583.4206736641936	0.00034722222222222224
1.0	330.0	585.190192038659	0.00034722222222222224
1.0	331.0	586.9586248318665	0.00034722222222222224
1.0	332.0	588.7279374138452	0.00034722222222222224
1.0	333.0	590.496684642043	0.00034722222222222224
1.0	334.0	592.2666753814556	0.00034722222222222224
1.0	335.0	594.0346513134427	0.00034722222222222224
1.0	336.0	595.8039294281043	0.00034722222222222224
1.0	337.0	597.5735361361876	0.00034722222222222224
1.0	338.0	599.3429160621017	0.00034722222222222224
1.0	339.0	601.112151639536	0.00034722222222222224
1.0	340.0	602.8811089219525	0.00034722222222222224
1.0	341.0	604.6505909254774	0.00034722222222222224
1.0	342.0	606.4192602364346	0.00034722222222222224
1.0	343.0	608.1883663996123	0.00034722222222222224
1.0	344.0	609.957527118735	0.00034722222222222224
1.0	345.0	611.727334507741	0.00034722222222222224
1.0	346.0	613.4960197173059	0.00034722222222222224
1.0	347.0	615.2652503368445	0.00034722222222222224
1.0	348.0	617.0342533844523	0.00034722222222222224
1.0	349.0	618.8039368507452	0.00034722222222222224
1.0	350.0	620.5726751098409	0.00034722222222222224
1.0	351.0	622.3423629761674	0.00034722222222222224
1.0	352.0	624.1113178050146	0.00034722222222222224
1.0	353.0	625.8800341337919	0.00034722222222222224
1.0	354.0	627.650148039218	0.00034722222222222224
1.0	355.0	629.4185629906133	0.00034722222222222224
1.0	356.0	631.1874477257952	0.00034722222222222224
1.0	357.0	632.9572077477351	0.00034722222222222224
1.0	358.0	634.7269386136904	0.00034722222222222224
1.0	359.0	636.4951748964377	0.00034722222222222224
1.0	360.0	638.2646973025985	0.00034722222222222224
1.0	361.0	640.0334690562449	0.00034722222222222224
1.0	362.0	641.8027612725273	0.00034722222222222224
1.0	363.0	643.5716814957559	0.00034722222222222224
1.0	364.0	645.3419193946756	0.00034722222222222224
1.0	365.0	647.1105324532837	0.00034722222222222224
1.0	366.0	648.8797459639609	0.00034722222222222224
1.0	367.0	650.6485662651248	0.00034722222222222224
1.0	368.0	652.417734188959	0.00034722222222222224
1.0	369.0	654.187430718448	0.00034722222222222224
1.0	370.0	655.9566360404715	0.00034722222222222224
1.0	371.0	657.7259617294185	0.00034722222222222224
1.0	372.0	659.4947578879073	0.00034722222222222224
1.0	373.0	661.2637882847339	0.00034722222222222224
1.0	374.0	663.033039753791	0.00034722222222222224
1.0	375.0	664.8024877761491	0.00034722222222222224
1.0	376.0	666.5722789177671	0.00034722222222222224
1.0	377.0	668.3404437997378	0.00034722222222222224
1.0	378.0	670.1102398377843	0.00034722222222222224
1.0	379.0	671.8786850008182	0.00034722222222222224
1.0	380.0	673.6482574646361	0.00034722222222222224
1.0	381.0	675.417666642461	0.00034722222222222224
