Orbits integrated with JPL ephemerides, version jup365.bsp starting at 2.451545e6 .
These true transit times include no white noise.
#body	ntrans	tt
1.0	326.0	578.3887863350101
1.0	327.0	580.1578842829913
1.0	328.0	581.9269609451294
1.0	329.0	583.696041253861
1.0	330.0	585.4651308418252
1.0	331.0	587.234232114628
1.0	332.0	589.0033110021614
1.0	333.0	590.7723953449167
1.0	334.0	592.5414853342809
1.0	335.0	594.3105888240971
1.0	336.0	596.0796679244377
1.0	337.0	597.8487547645345
1.0	338.0	599.6178447720595
1.0	339.0	601.3869520016015
1.0	340.0	603.1560333329253
1.0	341.0	604.9251247392967
1.0	342.0	606.694216679316
1.0	343.0	608.4633289384656
1.0	344.0	610.2324119596742
1.0	345.0	612.0015062140301
1.0	346.0	613.7705979431048
1.0	347.0	615.5397143126465
1.0	348.0	617.3087997310795
1.0	349.0	619.0778988408856
1.0	350.0	620.8469921643846
1.0	351.0	622.6161146601662
1.0	352.0	624.3852041708305
1.0	353.0	626.1543084369041
1.0	354.0	627.9234018037096
1.0	355.0	629.692528327927
1.0	356.0	631.4616203140467
1.0	357.0	633.2307297065854
1.0	358.0	634.9998245155439
1.0	359.0	636.7689569969662
1.0	360.0	638.5380532732233
1.0	361.0	640.3071697801352
1.0	362.0	642.0762668778189
1.0	363.0	643.8454044591635
1.0	364.0	645.6145029561594
1.0	365.0	647.3836245606653
1.0	366.0	649.1527230450884
1.0	367.0	650.921866543591
1.0	368.0	652.6909690373577
1.0	369.0	654.4600975308567
1.0	370.0	656.2291992590763
1.0	371.0	657.9983500847593
1.0	372.0	659.7674563531764
1.0	373.0	661.5365899424069
1.0	374.0	663.3056926969439
1.0	375.0	665.074849258177
1.0	376.0	666.8439592802897
1.0	377.0	668.6130994064733
1.0	378.0	670.3822049968876
1.0	379.0	672.1513689337298
1.0	380.0	673.9204844078049
1.0	381.0	675.6896315068007
1.0	382.0	677.4587387349457
1.0	383.0	679.2279076748528
1.0	384.0	680.9970265268348
1.0	385.0	682.7661797190085
1.0	386.0	684.5352895180695
1.0	387.0	686.3044650088996
1.0	388.0	688.0735888434574
1.0	389.0	689.8427497767843
1.0	390.0	691.6118633574806
1.0	391.0	693.3810446313582
1.0	392.0	695.1501713716425
1.0	393.0	696.9193375897594
1.0	394.0	698.6884535253048
1.0	395.0	700.457640463952
1.0	396.0	702.2267714957707
1.0	397.0	703.9959445027635
1.0	398.0	705.7650644918904
1.0	399.0	707.5342583958991
1.0	400.0	709.3033937644213
1.0	401.0	711.0725718177855
1.0	402.0	712.8416935559362
1.0	403.0	714.6108921468258
1.0	404.0	716.3800310259685
1.0	405.0	718.1492148940451
1.0	406.0	719.918340020813
1.0	407.0	721.6875445442274
1.0	408.0	723.4566884576343
1.0	409.0	725.2258787467144
1.0	410.0	726.9950063517317
1.0	411.0	728.7642143093981
2.0	0.0	1.386003777384758
2.0	1.0	4.937281916849315
2.0	2.0	8.48903879802674
2.0	3.0	12.040308829396963
2.0	4.0	15.592102784663439
2.0	5.0	19.143390449229628
2.0	6.0	22.695242383517325
2.0	7.0	26.24654497206211
2.0	8.0	29.798411605414003
2.0	9.0	33.34972074069083
2.0	10.0	36.90162297338247
2.0	11.0	40.452964500524104
2.0	12.0	44.00487721571699
2.0	13.0	47.556212627794594
2.0	14.0	51.10814334824681
2.0	15.0	54.65949345426634
2.0	16.0	58.211456954013556
2.0	17.0	61.762786569073796
2.0	18.0	65.3147492967546
2.0	19.0	68.8660819963552
2.0	20.0	72.41806155955419
2.0	21.0	75.9694007881917
2.0	22.0	79.52135276980698
2.0	23.0	83.07268307264894
2.0	24.0	86.62462809262797
2.0	25.0	90.17597514484078
2.0	26.0	93.72789472946897
2.0	27.0	97.2792180031538
2.0	28.0	100.83111226651818
2.0	29.0	104.38243335019797
2.0	30.0	107.93432187009603
2.0	31.0	111.485610418953
2.0	32.0	115.03745639324188
2.0	33.0	118.58873304072767
2.0	34.0	122.14055449934676
2.0	35.0	125.69182910723612
2.0	36.0	129.24358520004898
2.0	37.0	132.79483692953363
2.0	38.0	136.34655138617381
2.0	39.0	139.89780594874173
2.0	40.0	143.44946903921664
2.0	41.0	147.0006854319945
2.0	42.0	150.55229242378846
2.0	43.0	154.10349426604807
2.0	44.0	157.6550704743713
2.0	45.0	161.20623346650973
2.0	46.0	164.7577406205237
2.0	47.0	168.30888155195862
2.0	48.0	171.86034098640084
2.0	49.0	175.41147575108334
2.0	50.0	178.96285287570208
2.0	51.0	182.51395571324974
2.0	52.0	186.0652778269723
2.0	53.0	189.61637395760044
2.0	54.0	193.16764124296606
2.0	55.0	196.71869026869535
2.0	56.0	200.2698955158703
2.0	57.0	203.820923587773
2.0	58.0	207.37209636811167
2.0	59.0	210.92308575520292
2.0	60.0	214.47418754082173
2.0	61.0	218.0251508327201
2.0	62.0	221.57620750088245
2.0	63.0	225.12716617668048
2.0	64.0	228.67814938351512
2.0	65.0	232.2290735389106
2.0	66.0	235.78001251723617
2.0	67.0	239.33092682948336
2.0	68.0	242.88183203339577
2.0	69.0	246.4326977999881
2.0	70.0	249.98356041358784
2.0	71.0	253.53440628573298
2.0	72.0	257.08525785105303
2.0	73.0	260.6360731413588
2.0	74.0	264.18687566556036
2.0	75.0	267.73766894917935
2.0	76.0	271.2884515984915
2.0	77.0	274.83924924070016
2.0	78.0	278.3899882910773
2.0	79.0	281.9407577505335
2.0	80.0	285.4914811546914
2.0	81.0	289.04224768513814
2.0	82.0	292.5929735391401
2.0	83.0	296.14370098989457
2.0	84.0	299.6944168820046
2.0	85.0	303.2451361878775
2.0	86.0	306.7958729364909
2.0	87.0	310.34658160898834
2.0	88.0	313.89730075607076
2.0	89.0	317.44800431560725
2.0	90.0	320.9987350241281
2.0	91.0	324.5494644190185
2.0	92.0	328.1001850408502
2.0	93.0	331.65090733300894
2.0	94.0	335.2016400839202
2.0	95.0	338.7523828824051
2.0	96.0	342.30314876232296
2.0	97.0	345.8538790033199
2.0	98.0	349.40465856017545
2.0	99.0	352.9554081307724
2.0	100.0	356.50622906861827
2.0	101.0	360.0570034305565
2.0	102.0	363.6078256187029
2.0	103.0	367.1586260977201
2.0	104.0	370.70947695104405
2.0	105.0	374.2603362472728
2.0	106.0	377.811196048744
2.0	107.0	381.3620801004581
2.0	108.0	384.9129636543803
2.0	109.0	388.46390057355165
2.0	110.0	392.0148304165341
2.0	111.0	395.5657878918573
2.0	112.0	399.1167379966937
2.0	113.0	402.6677446817048
2.0	114.0	406.21874012285843
2.0	115.0	409.76980523765087
2.0	116.0	413.3208056045696
2.0	117.0	416.871922116261
2.0	118.0	420.4229542040266
2.0	119.0	423.9741519987583
2.0	120.0	427.5252002622001
2.0	121.0	431.0764422523789
2.0	122.0	434.6275140773505
2.0	123.0	438.1788260070607
2.0	124.0	441.72994545893744
2.0	125.0	445.2812950303778
2.0	126.0	448.83243097784
2.0	127.0	452.3838409585878
2.0	128.0	455.9350162022747
2.0	129.0	459.486496668309
2.0	130.0	463.03767131781206
2.0	131.0	466.58920458704233
2.0	132.0	470.14040527585894
2.0	133.0	473.69201633520424
2.0	134.0	477.24323315545917
2.0	135.0	480.7948811794631
2.0	136.0	484.34611379913986
2.0	137.0	487.8978210152127
2.0	138.0	491.4490946382284
2.0	139.0	495.00083073601127
2.0	140.0	498.5521101132035
2.0	141.0	502.1038905507885
2.0	142.0	505.65519683016464
2.0	143.0	509.20703264838085
2.0	144.0	512.7583274594508
2.0	145.0	516.3101917011663
2.0	146.0	519.8615009589121
2.0	147.0	523.4134139521047
2.0	148.0	526.9647340574302
2.0	149.0	530.5166518068872
2.0	150.0	534.0679749082774
2.0	151.0	537.6199174751528
2.0	152.0	541.1712693832815
2.0	153.0	544.7232111203484
2.0	154.0	548.2745532835834
2.0	155.0	551.8265016609803
2.0	156.0	555.3778545893729
2.0	157.0	558.92982386332
2.0	158.0	562.4811521242373
2.0	159.0	566.0331091326661
2.0	160.0	569.5844365023077
2.0	161.0	573.1363989426754
2.0	162.0	576.6877280082554
2.0	163.0	580.2396515756845
2.0	164.0	583.7909678327851
2.0	165.0	587.342873653397
2.0	166.0	590.8942031892948
2.0	167.0	594.446072684601
2.0	168.0	597.9973750589415
2.0	169.0	601.5492092678323
2.0	170.0	605.1005061645992
2.0	171.0	608.6523253759369
2.0	172.0	612.2035864307545
2.0	173.0	615.755354535766
2.0	174.0	619.3066009068862
2.0	175.0	622.8583368528634
2.0	176.0	626.4095777799375
2.0	177.0	629.961241547484
2.0	178.0	633.5124570750631
2.0	179.0	637.0640735402703
2.0	180.0	640.6152897328138
2.0	181.0	644.1668492262252
2.0	182.0	647.7180250883102
2.0	183.0	651.269524727948
2.0	184.0	654.820684091188
2.0	185.0	658.3721500486135
2.0	186.0	661.9232684234157
2.0	187.0	665.4746630555019
2.0	188.0	669.0257580848411
2.0	189.0	672.5771040543914
2.0	190.0	676.1281913588755
2.0	191.0	679.6794547084719
2.0	192.0	683.230509318877
2.0	193.0	686.7817185814492
2.0	194.0	690.3327659652568
2.0	195.0	693.8839217904024
2.0	196.0	697.4349216260016
2.0	197.0	700.9860192625783
2.0	198.0	704.5369980065152
2.0	199.0	708.0880676200613
2.0	200.0	711.6390071799979
2.0	201.0	715.1900109509006
2.0	202.0	718.7409251248464
2.0	203.0	722.2918899096549
2.0	204.0	725.8428001850843
2.0	205.0	729.3936974527314
3.0	0.0	2.660755616147071
3.0	1.0	9.815433256793767
3.0	2.0	16.969940268434584
3.0	3.0	24.1248946278356
3.0	4.0	31.279285382013768
3.0	5.0	38.43363325577229
3.0	6.0	45.58775125257671
3.0	7.0	52.741926692426205
3.0	8.0	59.89657407393679
3.0	9.0	67.05106347240508
3.0	10.0	74.20601237704977
3.0	11.0	81.36040572728962
3.0	12.0	88.5147662665695
3.0	13.0	95.6688992260024
3.0	14.0	102.82309438101947
3.0	15.0	109.97776506282389
3.0	16.0	117.13228972395882
3.0	17.0	124.28728424524888
3.0	18.0	131.4417300899513
3.0	19.0	138.59615067532286
3.0	20.0	145.75034172507003
3.0	21.0	152.90459413593635
3.0	22.0	160.05931953294203
3.0	23.0	167.21390345366672
3.0	24.0	174.36895940825343
3.0	25.0	181.52346761757508
3.0	26.0	188.67795287352055
3.0	27.0	195.8322015730664
3.0	28.0	202.98650640342385
3.0	29.0	210.1412792368792
3.0	30.0	217.29591251630336
3.0	31.0	224.45101848244667
3.0	32.0	231.60557961044833
3.0	33.0	238.76012301677838
3.0	34.0	245.91442561661825
3.0	35.0	253.06878180569038
3.0	36.0	260.2236031149514
3.0	37.0	267.3782854289748
3.0	38.0	274.5334394467063
3.0	39.0	281.68804944166914
3.0	40.0	288.8426438556053
3.0	41.0	295.9969909777865
3.0	42.0	303.1513873487711
3.0	43.0	310.30624170741066
3.0	44.0	317.4609500723891
3.0	45.0	324.61612115288153
3.0	46.0	331.7707388885319
3.0	47.0	338.9253320656717
3.0	48.0	346.07966357516125
3.0	49.0	353.23403485817835
3.0	50.0	360.38885265914723
3.0	51.0	367.54351614182815
3.0	52.0	374.6986351162195
3.0	53.0	381.85319393128157
